vrsta_podatka,sezona,kje,klub,kratica,st_tekem,podatek,povprecje,na_40_min
podaje,2007,v gosteh,Olympiacos,OLY,12,141,12.0,2.35
podaje,2007,v gosteh,Panathinaikos,PAN,10,139,10.0,2.75
podaje,2007,v gosteh,Fenerbahce Ulker,ULK,11,137,11.0,2.49
podaje,2007,v gosteh,Partizan Igokea,PAR,12,134,12.0,2.21
podaje,2007,v gosteh,Lietuvos Rytas,LIE,10,129,10.0,2.55
podaje,2007,v gosteh,Montepaschi Siena,SIE,11,128,11.0,2.3
podaje,2007,v gosteh,Lottomatica Roma,ROM,10,126,10.0,2.52
podaje,2007,v gosteh,Efes Pilsen,IST,10,122,10.0,2.41
podaje,2007,v gosteh,Real Madrid,MAD,10,121,10.0,2.42
podaje,2007,v gosteh,Zalgiris,ZAL,10,120,10.0,2.37
podaje,2007,v gosteh,Unicaja,MAL,10,111,10.0,2.22
podaje,2007,v gosteh,Aris TT Bank,ARI,10,94,10.0,1.88
podaje,2007,v gosteh,Le Mans,LEM,7,94,7.0,2.69
podaje,2007,v gosteh,Union Olimpija,LJU,7,92,7.0,2.63
podaje,2007,v gosteh,Brose Baskets,BAM,7,85,7.0,2.43
podaje,2007,v gosteh,AJ Milano,MIL,7,79,7.0,2.26
podaje,2007,v gosteh,Chorale Roanne,ROA,7,75,7.0,2.14
podaje,2007,v gosteh,Cibona,CIB,7,68,7.0,1.94
podaje,2007,v gosteh,Prokom Trefl Sopot,SOP,7,66,7.0,1.89
podaje,2007,v gosteh,Virtus VidiVici,VIR,7,56,7.0,1.6
podaje,2008,v gosteh,Regal FC Barcelona,BAR,11,175,11.0,3.18
podaje,2008,v gosteh,Tau Ceramica,BAS,11,149,11.0,2.68
podaje,2008,v gosteh,Olympiacos,OLY,10,148,10.0,2.92
podaje,2008,v gosteh,Panathinaikos,PAN,11,141,11.0,2.56
podaje,2008,v gosteh,Montepaschi Siena,SIE,10,125,10.0,2.5
podaje,2008,v gosteh,CSKA Moscow,CSK,11,121,11.0,2.2
podaje,2008,v gosteh,Real Madrid,MAD,10,109,10.0,2.18
podaje,2008,v gosteh,Unicaja,MAL,8,105,8.0,2.58
podaje,2008,v gosteh,Partizan,PAR,10,98,10.0,1.94
podaje,2008,v gosteh,Alba Berlin,BER,8,90,8.0,2.25
podaje,2008,v gosteh,Maccabi Electra,TEL,8,90,8.0,2.25
podaje,2008,v gosteh,Lottomatica Roma,ROM,8,89,8.0,2.19
podaje,2008,v gosteh,AJ Milano,MIL,8,86,8.0,2.15
podaje,2008,v gosteh,Asseco Prokom,SOP,8,84,8.0,2.1
podaje,2008,v gosteh,Fenerbahce Ulker,ULK,8,80,8.0,2.0
podaje,2008,v gosteh,Cibona,CIB,8,77,8.0,1.92
podaje,2008,v gosteh,Efes Pilsen,IST,5,64,5.0,2.56
podaje,2008,v gosteh,Zalgiris,ZAL,5,62,5.0,2.48
podaje,2008,v gosteh,Air Avellino,AVE,5,59,5.0,2.3
podaje,2008,v gosteh,Le Mans,LEM,5,56,5.0,2.19
podaje,2008,v gosteh,DKV Joventut,JOV,5,54,5.0,2.16
podaje,2008,v gosteh,Union Olimpija,LJU,5,48,5.0,1.79
podaje,2008,v gosteh,Panionios On Telecoms,NIO,5,44,5.0,1.76
podaje,2008,v gosteh,SLUC Nancy,NAN,5,38,5.0,1.52
podaje,2009,v gosteh,Olympiacos,OLY,12,195,12.0,3.15
podaje,2009,v gosteh,Regal FC Barcelona,BAR,10,158,10.0,3.12
podaje,2009,v gosteh,Partizan,PAR,11,156,11.0,2.8
podaje,2009,v gosteh,Caja Laboral,BAS,10,155,10.0,3.1
podaje,2009,v gosteh,Real Madrid,MAD,10,143,10.0,2.82
podaje,2009,v gosteh,CSKA Moscow,CSK,11,137,11.0,2.46
podaje,2009,v gosteh,Maccabi Electra,TEL,10,132,10.0,2.61
podaje,2009,v gosteh,Montepaschi Siena,SIE,8,124,8.0,3.1
podaje,2009,v gosteh,Unicaja,MAL,8,122,8.0,3.05
podaje,2009,v gosteh,Asseco Prokom,SOP,10,119,10.0,2.38
podaje,2009,v gosteh,Efes Pilsen,IST,8,113,8.0,2.78
podaje,2009,v gosteh,Panathinaikos,PAN,8,112,8.0,2.76
podaje,2009,v gosteh,Maroussi BC,MAR,8,105,8.0,2.63
podaje,2009,v gosteh,Zalgiris Kaunas,ZAL,8,94,8.0,2.35
podaje,2009,v gosteh,Cibona,CIB,8,84,8.0,2.07
podaje,2009,v gosteh,BC Khimki,KHI,8,84,8.0,2.1
podaje,2009,v gosteh,Lietuvos Rytas,LIE,5,61,5.0,2.44
podaje,2009,v gosteh,Armani Jeans Milano,MIL,5,55,5.0,2.2
podaje,2009,v gosteh,EWE Baskets,OLD,5,54,5.0,2.16
podaje,2009,v gosteh,Fenerbahce Ulker,ULK,5,54,5.0,2.11
podaje,2009,v gosteh,Asvel Basket,ASV,5,53,5.0,2.12
podaje,2009,v gosteh,Entente Orleanaise,ORL,5,50,5.0,2.0
podaje,2009,v gosteh,Lottomatica Roma,ROM,5,48,5.0,1.92
podaje,2009,v gosteh,Union Olimpija,LJU,5,43,5.0,1.72
podaje,2010,v gosteh,Real Madrid,MAD,11,161,11.0,2.93
podaje,2010,v gosteh,Panathinaikos Athens,PAN,11,159,11.0,2.86
podaje,2010,v gosteh,Caja Laboral Vitoria,BAS,10,151,10.0,2.98
podaje,2010,v gosteh,Regal Barcelona,BAR,10,150,10.0,2.96
podaje,2010,v gosteh,Montepaschi Siena,SIE,12,150,12.0,2.5
podaje,2010,v gosteh,Maccabi Electra Tel Aviv,TEL,10,146,10.0,2.92
podaje,2010,v gosteh,Olympiacos Piraeus,OLY,10,140,10.0,2.8
podaje,2010,v gosteh,Power Electronics Valencia,PAM,11,129,11.0,2.35
podaje,2010,v gosteh,Union Olimpija Ljubljana,LJU,8,110,8.0,2.71
podaje,2010,v gosteh,Lietuvos Rytas Vilnius,LIE,8,107,8.0,2.67
podaje,2010,v gosteh,Unicaja Malaga,MAL,8,107,8.0,2.67
podaje,2010,v gosteh,Partizan mt:s Belgrade,PAR,8,102,8.0,2.55
podaje,2010,v gosteh,Efes Pilsen Istanbul,IST,8,97,8.0,2.32
podaje,2010,v gosteh,Zalgiris Kaunas,ZAL,8,95,8.0,2.34
podaje,2010,v gosteh,Fenerbahce Ulker Istanbul,ULK,8,94,8.0,2.31
podaje,2010,v gosteh,Armani Jeans  Milano,MIL,5,76,5.0,3.04
podaje,2010,v gosteh,Lottomatica Roma,ROM,8,68,8.0,1.7
podaje,2010,v gosteh,Spirou Charleroi,CHA,5,63,5.0,2.52
podaje,2010,v gosteh,Brose Baskets Bamberg,BAM,5,62,5.0,2.42
podaje,2010,v gosteh,CSKA Moscow,CSK,5,59,5.0,2.36
podaje,2010,v gosteh,Khimki Moscow Region,KHI,5,56,5.0,2.24
podaje,2010,v gosteh,Cholet Basket,CHO,5,55,5.0,2.2
podaje,2010,v gosteh,Cibona Zagreb,CIB,5,52,5.0,2.08
podaje,2010,v gosteh,Asseco Prokom Gdynia,SOP,5,44,5.0,1.72
podaje,2011,v gosteh,CSKA Moscow,CSK,10,175,10.0,3.46
podaje,2011,v gosteh,Panathinaikos Athens,PAN,11,167,11.0,3.04
podaje,2011,v gosteh,FC Barcelona Regal,BAR,11,158,11.0,2.87
podaje,2011,v gosteh,Maccabi Electra Tel Aviv,TEL,11,146,11.0,2.62
podaje,2011,v gosteh,Gescrap Bilbao Basket,BIL,10,143,10.0,2.86
podaje,2011,v gosteh,Olympiacos Piraeus,OLY,11,130,11.0,2.34
podaje,2011,v gosteh,Unics Kazan,UNK,10,122,10.0,2.41
podaje,2011,v gosteh,Montepaschi Siena,SIE,10,121,10.0,2.42
podaje,2011,v gosteh,Real Madrid,MAD,8,120,8.0,3.0
podaje,2011,v gosteh,Bennet Cantu,CTU,8,116,8.0,2.86
podaje,2011,v gosteh,Galatasaray Medical Park,GAL,8,113,8.0,2.82
podaje,2011,v gosteh,EA7 Emporio Armani,MIL,8,110,8.0,2.75
podaje,2011,v gosteh,Unicaja Malaga,MAL,8,99,8.0,2.48
podaje,2011,v gosteh,Zalgiris Kaunas,ZAL,8,99,8.0,2.44
podaje,2011,v gosteh,Anadolu Efes Istanbul,IST,8,97,8.0,2.42
podaje,2011,v gosteh,Fenerbahce Ulker,ULK,8,89,8.0,2.19
podaje,2011,v gosteh,Caja Laboral,BAS,5,80,5.0,3.2
podaje,2011,v gosteh,KK Zagreb,ZAG,5,68,5.0,2.72
podaje,2011,v gosteh,Belgacom Spirou Charleroi,CHA,5,67,5.0,2.68
podaje,2011,v gosteh,Brose Baskets,BAM,5,62,5.0,2.48
podaje,2011,v gosteh,SLUC Nancy,NAN,5,62,5.0,2.48
podaje,2011,v gosteh,Asseco Prokom Gdynia,SOP,5,62,5.0,2.42
podaje,2011,v gosteh,Union Olimpija Ljubljana,LJU,5,50,5.0,2.0
podaje,2011,v gosteh,Partizan mt:s Belgrade,PAR,5,50,5.0,2.0
podaje,2012,v gosteh,Olympiacos Piraeus,OLY,15,246,15.0,3.28
podaje,2012,v gosteh,CSKA Moscow,CSK,14,238,14.0,3.34
podaje,2012,v gosteh,Laboral Kutxa Vitoria,BAS,14,232,14.0,3.31
podaje,2012,v gosteh,FC Barcelona Regal,BAR,15,230,15.0,3.04
podaje,2012,v gosteh,Real Madrid,MAD,15,230,15.0,3.04
podaje,2012,v gosteh,Panathinaikos Athens,PAN,15,226,15.0,2.98
podaje,2012,v gosteh,Maccabi Electra Tel Aviv,TEL,14,215,14.0,3.07
podaje,2012,v gosteh,Anadolu Efes Istanbul,IST,15,204,15.0,2.72
podaje,2012,v gosteh,Khimki Moscow Region,KHI,12,204,12.0,3.4
podaje,2012,v gosteh,Montepaschi Siena,SIE,12,188,12.0,3.07
podaje,2012,v gosteh,Alba Berlin,BER,12,174,12.0,2.9
podaje,2012,v gosteh,Brose Baskets Bamberg,BAM,12,162,12.0,2.67
podaje,2012,v gosteh,Unicaja Malaga,MAL,12,159,12.0,2.65
podaje,2012,v gosteh,Zalgiris Kaunas,ZAL,12,150,12.0,2.42
podaje,2012,v gosteh,Besiktas JK Istanbul,BES,12,138,12.0,2.3
podaje,2012,v gosteh,Fenerbahce Ulker Istanbul,ULK,12,133,12.0,2.22
podaje,2012,v gosteh,EA7 Emporio Armani Milan,MIL,5,80,5.0,3.2
podaje,2012,v gosteh,Union Olimpija Ljubljana,LJU,5,74,5.0,2.96
podaje,2012,v gosteh,Cedevita Zagreb,CED,5,65,5.0,2.6
podaje,2012,v gosteh,Asseco Prokom Gdynia,SOP,5,60,5.0,2.34
podaje,2012,v gosteh,Elan Chalon-Sur-Saone,CHL,5,59,5.0,2.36
podaje,2012,v gosteh,Lietuvos Rytas Vilnius,LIE,5,59,5.0,2.36
podaje,2012,v gosteh,Mapooro Cantu,CTU,5,58,5.0,2.32
podaje,2012,v gosteh,Partizan mt:s Belgrade,PAR,5,50,5.0,1.95
podaje,2013,v gosteh,CSKA Moscow,CSK,15,279,15.0,3.66
podaje,2013,v gosteh,Maccabi Electra Tel Aviv,TEL,16,255,16.0,3.14
podaje,2013,v gosteh,Olympiacos Piraeus,OLY,15,253,15.0,3.37
podaje,2013,v gosteh,Real Madrid,MAD,15,243,15.0,3.24
podaje,2013,v gosteh,FC Barcelona,BAR,13,226,13.0,3.44
podaje,2013,v gosteh,Panathinaikos Athens,PAN,15,212,15.0,2.74
podaje,2013,v gosteh,Laboral Kutxa Vitoria,BAS,12,207,12.0,3.45
podaje,2013,v gosteh,Lokomotiv Kuban Krasnodar,TIV,12,198,12.0,3.3
podaje,2013,v gosteh,Zalgiris Kaunas,ZAL,12,195,12.0,3.25
podaje,2013,v gosteh,Galatasaray Liv Hospital Istanbul,GAL,14,193,14.0,2.73
podaje,2013,v gosteh,Fenerbahce Ulker Istanbul,ULK,12,181,12.0,3.02
podaje,2013,v gosteh,FC Bayern Munich,MUN,12,178,12.0,2.97
podaje,2013,v gosteh,EA7 Emporio Armani Milan,MIL,14,175,14.0,2.5
podaje,2013,v gosteh,Anadolu Efes Istanbul,IST,12,167,12.0,2.78
podaje,2013,v gosteh,Unicaja Malaga,MAL,12,152,12.0,2.53
podaje,2013,v gosteh,Partizan NIS Belgrade,PAR,12,136,12.0,2.27
podaje,2013,v gosteh,Strasbourg,STR,5,85,5.0,3.4
podaje,2013,v gosteh,Stelmet Zielona Gora,GSS,5,83,5.0,3.32
podaje,2013,v gosteh,Lietuvos Rytas Vilnius,LIE,5,80,5.0,3.2
podaje,2013,v gosteh,Brose Baskets Bamberg,BAM,5,74,5.0,2.96
podaje,2013,v gosteh,Crvena Zvezda Telekom Belgrade,RED,5,73,5.0,2.92
podaje,2013,v gosteh,Montepaschi Siena,SIE,5,64,5.0,2.56
podaje,2013,v gosteh,JSF Nanterre,NTR,5,63,5.0,2.52
podaje,2013,v gosteh,Budivelnik Kiev,NIK,5,56,5.0,2.24
podaje,2014,v gosteh,CSKA Moscow,CSK,15,279,15.0,3.66
podaje,2014,v gosteh,Real Madrid,MAD,14,273,14.0,3.9
podaje,2014,v gosteh,FC Barcelona,BAR,14,268,14.0,3.85
podaje,2014,v gosteh,Olympiacos Piraeus,OLY,16,259,16.0,3.21
podaje,2014,v gosteh,Anadolu Efes Istanbul,IST,14,258,14.0,3.69
podaje,2014,v gosteh,Maccabi Electra Tel Aviv,TEL,14,246,14.0,3.48
podaje,2014,v gosteh,Fenerbahce Ulker Istanbul,ULK,14,223,14.0,3.13
podaje,2014,v gosteh,Panathinaikos Athens,PAN,14,214,14.0,3.06
podaje,2014,v gosteh,Crvena Zvezda Telekom Belgrade,RED,12,204,12.0,3.32
podaje,2014,v gosteh,ALBA Berlin,BER,12,201,12.0,3.32
podaje,2014,v gosteh,Unicaja Malaga,MAL,12,201,12.0,3.35
podaje,2014,v gosteh,Nizhny Novgorod,NOV,12,198,12.0,3.27
podaje,2014,v gosteh,Galatasaray Liv Hospital Istanbul,GAL,12,185,12.0,3.08
podaje,2014,v gosteh,EA7 Emporio Armani Milan,MIL,12,182,12.0,3.03
podaje,2014,v gosteh,Laboral Kutxa Vitoria,BAS,12,180,12.0,3.0
podaje,2014,v gosteh,Zalgiris Kaunas,ZAL,12,162,12.0,2.7
podaje,2014,v gosteh,Unics Kazan,UNK,5,84,5.0,3.36
podaje,2014,v gosteh,PGE Turow Zgorzelec,ZGO,5,84,5.0,3.36
podaje,2014,v gosteh,Dinamo Banco di Sardegna Sassari,SAS,5,83,5.0,3.32
podaje,2014,v gosteh,Cedevita Zagreb,CED,5,82,5.0,3.28
podaje,2014,v gosteh,Limoges CSP,LMG,5,79,5.0,3.16
podaje,2014,v gosteh,Neptunas Klaipeda,KLA,5,73,5.0,2.92
podaje,2014,v gosteh,FC Bayern Munich,MUN,5,73,5.0,2.92
podaje,2014,v gosteh,Valencia Basket,PAM,5,73,5.0,2.92
podaje,2015,v gosteh,CSKA Moscow,CSK,14,296,14.0,4.15
podaje,2015,v gosteh,FC Barcelona Lassa,BAR,15,270,15.0,3.6
podaje,2015,v gosteh,Lokomotiv Kuban Krasnodar,TIV,16,256,16.0,3.18
podaje,2015,v gosteh,Panathinaikos Athens,PAN,14,247,14.0,3.5
podaje,2015,v gosteh,Real Madrid,MAD,14,231,14.0,3.3
podaje,2015,v gosteh,Crvena Zvezda Telekom Belgrade,RED,14,228,14.0,3.26
podaje,2015,v gosteh,Anadolu Efes Istanbul,IST,12,222,12.0,3.66
podaje,2015,v gosteh,Khimki Moscow Region,KHI,12,217,12.0,3.62
podaje,2015,v gosteh,Laboral Kutxa Vitoria Gasteiz,BAS,14,209,14.0,2.93
podaje,2015,v gosteh,Darussafaka Dogus Istanbul,DAR,12,207,12.0,3.45
podaje,2015,v gosteh,Fenerbahce Istanbul,ULK,13,200,13.0,3.08
podaje,2015,v gosteh,Olympiacos Piraeus,OLY,12,186,12.0,3.04
podaje,2015,v gosteh,Zalgiris Kaunas,ZAL,12,185,12.0,3.08
podaje,2015,v gosteh,Unicaja Malaga,MAL,12,184,12.0,3.07
podaje,2015,v gosteh,Brose Baskets Bamberg,BAM,12,179,12.0,2.98
podaje,2015,v gosteh,Cedevita Zagreb,CED,12,173,12.0,2.88
podaje,2015,v gosteh,FC Bayern Munich,MUN,5,93,5.0,3.72
podaje,2015,v gosteh,Limoges CSP,LMG,5,88,5.0,3.52
podaje,2015,v gosteh,Maccabi FOX Tel Aviv,TEL,5,81,5.0,3.24
podaje,2015,v gosteh,Strasbourg,STR,5,80,5.0,3.2
podaje,2015,v gosteh,Stelmet Zielona Gora,GSS,5,78,5.0,3.12
podaje,2015,v gosteh,EA7 Emporio Armani Milan,MIL,5,78,5.0,3.12
podaje,2015,v gosteh,Pinar Karsiyaka Izmir,KSK,5,76,5.0,3.04
podaje,2015,v gosteh,Dinamo Banco di Sardegna Sassari,SAS,5,64,5.0,2.5
podaje,2016,v gosteh,Real Madrid,MAD,18,352,18.0,3.91
podaje,2016,v gosteh,CSKA Moscow,CSK,17,335,17.0,3.91
podaje,2016,v gosteh,Baskonia Vitoria Gasteiz,BAS,17,304,17.0,3.58
podaje,2016,v gosteh,Anadolu Efes Istanbul,IST,18,303,18.0,3.32
podaje,2016,v gosteh,Olympiacos Piraeus,OLY,19,298,19.0,3.12
podaje,2016,v gosteh,Zalgiris Kaunas,ZAL,15,279,15.0,3.72
podaje,2016,v gosteh,Fenerbahce Istanbul,ULK,17,278,17.0,3.25
podaje,2016,v gosteh,Galatasaray Odeabank Istanbul,GAL,15,265,15.0,3.53
podaje,2016,v gosteh,EA7 Emporio Armani Milan,MIL,15,262,15.0,3.46
podaje,2016,v gosteh,Brose Bamberg,BAM,15,261,15.0,3.48
podaje,2016,v gosteh,Panathinaikos Superfoods Athens,PAN,16,257,16.0,3.16
podaje,2016,v gosteh,Maccabi FOX Tel Aviv,TEL,15,252,15.0,3.33
podaje,2016,v gosteh,FC Barcelona Lassa,BAR,15,242,15.0,3.2
podaje,2016,v gosteh,Crvena Zvezda mts Belgrade,RED,15,229,15.0,3.05
podaje,2016,v gosteh,Darussafaka Dogus Istanbul,DAR,17,221,17.0,2.58
podaje,2016,v gosteh,Unics Kazan,UNK,15,215,15.0,2.87
podaje,2017,v gosteh,Fenerbahce Dogus Istanbul,ULK,18,345,18.0,3.78
podaje,2017,v gosteh,Zalgiris Kaunas,ZAL,19,345,19.0,3.54
podaje,2017,v gosteh,Real Madrid,MAD,18,338,18.0,3.73
podaje,2017,v gosteh,FC Barcelona Lassa,BAR,15,320,15.0,4.27
podaje,2017,v gosteh,KIROLBET Baskonia Vitoria Gasteiz,BAS,17,316,17.0,3.72
podaje,2017,v gosteh,Khimki Moscow Region,KHI,17,308,17.0,3.62
podaje,2017,v gosteh,Unicaja Malaga,MAL,15,274,15.0,3.62
podaje,2017,v gosteh,CSKA Moscow,CSK,17,268,17.0,3.15
podaje,2017,v gosteh,Olympiacos Piraeus,OLY,17,267,17.0,3.07
podaje,2017,v gosteh,Maccabi FOX Tel Aviv,TEL,15,266,15.0,3.55
podaje,2017,v gosteh,Valencia Basket,PAM,15,260,15.0,3.47
podaje,2017,v gosteh,AX Armani Exchange Olimpia Milan,MIL,15,237,15.0,3.11
podaje,2017,v gosteh,Brose Bamberg,BAM,15,236,15.0,3.15
podaje,2017,v gosteh,Panathinaikos Superfoods Athens,PAN,17,236,17.0,2.76
podaje,2017,v gosteh,Crvena Zvezda mts Belgrade,RED,15,218,15.0,2.91
podaje,2017,v gosteh,Anadolu Efes Istanbul,IST,15,212,15.0,2.83
blokade,2000,v gosteh,Zalgiris Kaunas,ZAL,6,31,6.0,1.01
blokade,2000,v gosteh,Kinder Bologna,VIR,10,28,10.0,0.56
blokade,2000,v gosteh,PAF Bologna,FOR,9,25,9.0,0.54
blokade,2000,v gosteh,FC Barcelona,BAR,6,21,6.0,0.7
blokade,2000,v gosteh,Tau Ceramica,BAS,12,18,12.0,0.3
blokade,2000,v gosteh,Union Olimpija Ljubljana,LJU,8,18,8.0,0.44
blokade,2000,v gosteh,Real Madrid,MAD,8,17,8.0,0.42
blokade,2000,v gosteh,Olympiakos,OLY,7,16,7.0,0.46
blokade,2000,v gosteh,Benetton Basket,TRE,8,16,8.0,0.39
blokade,2000,v gosteh,Hapoel Jerusalem,JER,5,13,5.0,0.52
blokade,2000,v gosteh,Lugano Snakes,LUG,5,13,5.0,0.52
blokade,2000,v gosteh,KK Buducnost,BUD,6,10,6.0,0.33
blokade,2000,v gosteh,PAOK BC,PAO,6,10,6.0,0.33
blokade,2000,v gosteh,AEK Athens,AEK,8,9,8.0,0.23
blokade,2000,v gosteh,Cibona VIP,CIB,6,9,6.0,0.29
blokade,2000,v gosteh,Haribo London Towers,LON,5,9,5.0,0.36
blokade,2000,v gosteh,Adecco Estudiantes,EST,6,7,6.0,0.23
blokade,2000,v gosteh,Peristeri,PER,6,7,6.0,0.23
blokade,2000,v gosteh,Saint Petersburg Lions,PET,5,7,5.0,0.28
blokade,2000,v gosteh,Muller Verona,VER,6,7,6.0,0.23
blokade,2000,v gosteh,Ovarense Aerosoles,OVA,5,6,5.0,0.24
blokade,2000,v gosteh,KK Zadar,ZAD,5,6,5.0,0.24
blokade,2000,v gosteh,Region Wallone Spirou Charleroi,CHA,5,4,5.0,0.16
blokade,2000,v gosteh,Opel Skyliners,FRA,5,3,5.0,0.12
blokade,2001,v gosteh,Real Madrid,MAD,10,36,10.0,0.72
blokade,2001,v gosteh,Zalgiris,ZAL,7,33,7.0,0.94
blokade,2001,v gosteh,Ural Great,PEM,10,32,10.0,0.63
blokade,2001,v gosteh,Olympiacos,OLY,10,30,10.0,0.6
blokade,2001,v gosteh,Kinder Bologna,VIR,11,29,11.0,0.53
blokade,2001,v gosteh,Union Olimpija,LJU,10,27,10.0,0.53
blokade,2001,v gosteh,FC Barcelona,BAR,10,24,10.0,0.48
blokade,2001,v gosteh,Benetton Basket,TRE,10,24,10.0,0.48
blokade,2001,v gosteh,CSKA Moscow,CSK,10,23,10.0,0.47
blokade,2001,v gosteh,KRKA Novo Mesto,MES,7,23,7.0,0.65
blokade,2001,v gosteh,Pau-Orthez,PAU,7,22,7.0,0.63
blokade,2001,v gosteh,Efes Pilsen,IST,10,21,10.0,0.42
blokade,2001,v gosteh,Skipper Bologna,FOR,10,20,10.0,0.4
blokade,2001,v gosteh,Idea Slask,WRO,7,20,7.0,0.57
blokade,2001,v gosteh,Asvel Basket,ASV,7,18,7.0,0.51
blokade,2001,v gosteh,Tau Ceramica,BAS,10,17,10.0,0.33
blokade,2001,v gosteh,Cibona VIP,CIB,7,17,7.0,0.49
blokade,2001,v gosteh,Scavolini Pesaro,PES,10,15,10.0,0.3
blokade,2001,v gosteh,Alba Berlin,BER,7,14,7.0,0.4
blokade,2001,v gosteh,KK Buducnost,BUD,7,14,7.0,0.4
blokade,2001,v gosteh,Unicaja,MAL,7,14,7.0,0.39
blokade,2001,v gosteh,Telindus Oostende,OOS,7,14,7.0,0.4
blokade,2001,v gosteh,AEK Athens,AEK,10,13,10.0,0.25
blokade,2001,v gosteh,Peristeri,PER,7,13,7.0,0.37
blokade,2001,v gosteh,Opel Skyliners,FRA,7,12,7.0,0.34
blokade,2001,v gosteh,Maccabi Elite,TEL,11,12,11.0,0.22
blokade,2001,v gosteh,Partizan,PAR,7,11,7.0,0.31
blokade,2001,v gosteh,Ulker,ULK,10,11,10.0,0.24
blokade,2001,v gosteh,Kinder London Towers,LON,7,10,7.0,0.29
blokade,2001,v gosteh,KK Zadar,ZAD,7,10,7.0,0.29
blokade,2001,v gosteh,Spirou Basket,CHA,7,8,7.0,0.22
blokade,2001,v gosteh,Panathinaikos,PAN,11,7,11.0,0.13
blokade,2002,v gosteh,FC Barcelona,BAR,10,38,10.0,0.74
blokade,2002,v gosteh,Tau Ceramica,BAS,10,33,10.0,0.66
blokade,2002,v gosteh,CSKA Moscow,CSK,12,31,12.0,0.52
blokade,2002,v gosteh,Unicaja,MAL,10,29,10.0,0.57
blokade,2002,v gosteh,Benetton Basket,TRE,12,27,12.0,0.45
blokade,2002,v gosteh,Virtus Bologna,VIR,10,27,10.0,0.54
blokade,2002,v gosteh,Real Madrid,MAD,7,24,7.0,0.67
blokade,2002,v gosteh,Maccabi Elite,TEL,10,22,10.0,0.44
blokade,2002,v gosteh,KK Buducnost,BUD,7,20,7.0,0.57
blokade,2002,v gosteh,Olympiacos,OLY,10,20,10.0,0.4
blokade,2002,v gosteh,Asvel Basket,ASV,10,19,10.0,0.38
blokade,2002,v gosteh,Pau-Orthez,PAU,7,18,7.0,0.51
blokade,2002,v gosteh,Efes Pilsen,IST,10,16,10.0,0.32
blokade,2002,v gosteh,Panathinaikos,PAN,10,16,10.0,0.32
blokade,2002,v gosteh,Montepaschi Siena,SIE,10,16,10.0,0.32
blokade,2002,v gosteh,Idea Slask,WRO,7,16,7.0,0.46
blokade,2002,v gosteh,Zalgiris,ZAL,7,16,7.0,0.45
blokade,2002,v gosteh,Skipper Bologna,FOR,10,15,10.0,0.3
blokade,2002,v gosteh,Alba Berlin,BER,7,14,7.0,0.39
blokade,2002,v gosteh,Partizan,PAR,7,13,7.0,0.36
blokade,2002,v gosteh,Ulker,ULK,10,11,10.0,0.22
blokade,2002,v gosteh,Union Olimpija,LJU,10,10,10.0,0.2
blokade,2002,v gosteh,Cibona VIP,CIB,10,9,10.0,0.18
blokade,2002,v gosteh,AEK Athens,AEK,7,8,7.0,0.23
blokade,2003,v gosteh,CSKA Moscow,CSK,12,40,12.0,0.67
blokade,2003,v gosteh,Maccabi Elite,TEL,10,36,10.0,0.71
blokade,2003,v gosteh,Pau-Orthez,PAU,10,33,10.0,0.66
blokade,2003,v gosteh,Tau Ceramica,BAS,10,31,10.0,0.62
blokade,2003,v gosteh,FC Barcelona,BAR,10,29,10.0,0.58
blokade,2003,v gosteh,Zalgiris,ZAL,10,27,10.0,0.53
blokade,2003,v gosteh,Benetton Basket,TRE,10,25,10.0,0.5
blokade,2003,v gosteh,Ulker,ULK,10,23,10.0,0.46
blokade,2003,v gosteh,Skipper Bologna,FOR,12,22,12.0,0.36
blokade,2003,v gosteh,Unicaja,MAL,7,21,7.0,0.59
blokade,2003,v gosteh,Lottomatica Roma,ROM,7,20,7.0,0.56
blokade,2003,v gosteh,Efes Pilsen,IST,10,19,10.0,0.38
blokade,2003,v gosteh,Olympiacos,OLY,10,17,10.0,0.34
blokade,2003,v gosteh,Asvel Basket,ASV,7,16,7.0,0.46
blokade,2003,v gosteh,Partizan,PAR,7,16,7.0,0.45
blokade,2003,v gosteh,Cibona VIP,CIB,10,15,10.0,0.3
blokade,2003,v gosteh,Montepaschi Siena,SIE,10,15,10.0,0.3
blokade,2003,v gosteh,Idea Slask,WRO,7,15,7.0,0.43
blokade,2003,v gosteh,AEK Athens,AEK,7,14,7.0,0.4
blokade,2003,v gosteh,Panathinaikos,PAN,10,14,10.0,0.27
blokade,2003,v gosteh,Pamesa Valencia,PAM,10,13,10.0,0.29
blokade,2003,v gosteh,Union Olimpija,LJU,10,9,10.0,0.18
blokade,2003,v gosteh,KRKA Novo Mesto,MES,7,8,7.0,0.23
blokade,2003,v gosteh,Alba Berlin,BER,7,6,7.0,0.17
blokade,2004,v gosteh,Ulker,ULK,11,43,11.0,0.78
blokade,2004,v gosteh,Maccabi Elite,TEL,11,42,11.0,0.76
blokade,2004,v gosteh,Benetton Basket,TRE,11,31,11.0,0.56
blokade,2004,v gosteh,Prokom Trefl Sopot,SOP,10,30,10.0,0.6
blokade,2004,v gosteh,Climamio Bologna,FOR,10,28,10.0,0.55
blokade,2004,v gosteh,Panathinaikos,PAN,13,28,13.0,0.42
blokade,2004,v gosteh,CSKA Moscow,CSK,11,27,11.0,0.49
