klub,faza,sezona,st_tekme,zmaga,kje,nasprotnik,rezultat
BAM,Regular Season,2017,14,L,doma,Real Madrid,66 - 81
BAM,Regular Season,2017,15,L,v gosteh,Anadolu Efes Istanbul,69 - 58
BAM,Regular Season,2017,16,L,doma,Khimki Moscow Region,70 - 74
BAM,Regular Season,2017,17,L,v gosteh,Maccabi FOX Tel Aviv,90 - 88
BAM,Regular Season,2017,18,W,doma,Zalgiris Kaunas,93 - 86
BAM,Regular Season,2017,19,L,v gosteh,FC Barcelona Lassa,81 - 66
BAM,Regular Season,2017,20,L,v gosteh,CSKA Moscow,81 - 72
BAM,Regular Season,2017,21,W,doma,Panathinaikos Superfoods Athens,95 - 74
BAM,Regular Season,2017,22,L,v gosteh,Fenerbahce Dogus Istanbul,77 - 69
BAM,Regular Season,2017,23,W,doma,Crvena Zvezda mts Belgrade,86 - 62
BAM,Regular Season,2017,24,L,v gosteh,Valencia Basket,86 - 70
BAM,Regular Season,2017,25,L,v gosteh,Olympiacos Piraeus,87 - 79
BAM,Regular Season,2017,26,W,doma,Anadolu Efes Istanbul,88 - 79
BAM,Regular Season,2017,27,L,v gosteh,KIROLBET Baskonia Vitoria Gasteiz,103 - 79
BAM,Regular Season,2017,28,W,doma,Unicaja Malaga,93 - 88
BAM,Regular Season,2017,29,L,doma,AX Armani Exchange Olimpia Milan,78 - 83
BAM,Regular Season,2017,30,L,v gosteh,Real Madrid,106 - 86
BAR,Regular Season,2000,1,W,v gosteh,KK Buducnost,77 - 85
BAR,Regular Season,2000,2,L,doma,PAOK BC,58 - 67
BAR,Regular Season,2000,3,L,v gosteh,Muller Verona,94 - 90
BAR,Regular Season,2000,4,W,v gosteh,Haribo London Towers,82 - 97
BAR,Regular Season,2000,5,W,doma,Opel Skyliners,86 - 60
BAR,Regular Season,2000,6,W,doma,KK Buducnost,92 - 75
BAR,Regular Season,2000,7,W,v gosteh,PAOK BC,91 - 102
BAR,Regular Season,2000,8,W,doma,Muller Verona,96 - 84
BAR,Regular Season,2000,9,W,doma,Haribo London Towers,82 - 76
BAR,Regular Season,2000,10,W,v gosteh,Opel Skyliners,51 - 68
BAR,Playoffs,2000,1,L,doma,Benetton Basket,85 - 86
BAR,Playoffs,2000,2,L,v gosteh,Benetton Basket,99 - 82
BAR,Regular Season,2001,1,W,v gosteh,Opel Skyliners,74 - 88
BAR,Regular Season,2001,2,L,doma,Kinder Bologna,69 - 85
BAR,Regular Season,2001,3,L,doma,Peristeri,73 - 77
BAR,Regular Season,2001,4,W,v gosteh,Kinder London Towers,67 - 99
BAR,Regular Season,2001,5,W,doma,Zalgiris,90 - 86
BAR,Regular Season,2001,6,W,v gosteh,Ulker,77 - 87
BAR,Regular Season,2001,7,W,doma,Union Olimpija,81 - 61
BAR,Regular Season,2001,8,W,doma,Opel Skyliners,90 - 81
BAR,Regular Season,2001,9,L,v gosteh,Kinder Bologna,91 - 81
BAR,Regular Season,2001,10,W,v gosteh,Peristeri,72 - 101
BAR,Regular Season,2001,11,W,doma,Kinder London Towers,101 - 63
BAR,Regular Season,2001,12,W,v gosteh,Zalgiris,72 - 92
BAR,Regular Season,2001,13,W,doma,Ulker,85 - 64
BAR,Regular Season,2001,14,L,v gosteh,Union Olimpija,80 - 74
BAR,Top 16,2001,1,L,v gosteh,Skipper Bologna,97 - 93
BAR,Top 16,2001,2,W,v gosteh,Scavolini Pesaro,87 - 88
BAR,Top 16,2001,3,W,doma,Benetton Basket,76 - 75
BAR,Top 16,2001,4,W,doma,Skipper Bologna,77 - 59
BAR,Top 16,2001,5,L,v gosteh,Benetton Basket,89 - 75
BAR,Top 16,2001,6,W,doma,Scavolini Pesaro,90 - 76
BAR,Regular Season,2002,1,W,doma,Skipper Bologna,94 - 75
BAR,Regular Season,2002,2,W,v gosteh,AEK Athens,57 - 62
BAR,Regular Season,2002,3,W,doma,Pau-Orthez,84 - 62
BAR,Regular Season,2002,4,W,v gosteh,Efes Pilsen,91 - 92
BAR,Regular Season,2002,5,W,doma,Benetton Basket,86 - 85
BAR,Regular Season,2002,6,L,v gosteh,Cibona VIP,94 - 77
BAR,Regular Season,2002,7,W,doma,Alba Berlin,81 - 74
BAR,Regular Season,2002,8,L,v gosteh,Skipper Bologna,82 - 70
BAR,Regular Season,2002,9,W,doma,AEK Athens,68 - 54
BAR,Regular Season,2002,10,W,v gosteh,Pau-Orthez,72 - 84
BAR,Regular Season,2002,11,W,doma,Efes Pilsen,73 - 60
BAR,Regular Season,2002,12,L,v gosteh,Benetton Basket,94 - 82
BAR,Regular Season,2002,13,W,doma,Cibona VIP,104 - 82
BAR,Regular Season,2002,14,W,v gosteh,Alba Berlin,66 - 80
BAR,Top 16,2002,1,W,doma,Asvel Basket,85 - 77
BAR,Top 16,2002,2,L,v gosteh,Union Olimpija,72 - 69
BAR,Top 16,2002,3,W,doma,Olympiacos,80 - 77
BAR,Top 16,2002,4,W,v gosteh,Asvel Basket,68 - 77
BAR,Top 16,2002,5,W,v gosteh,Olympiacos,55 - 58
BAR,Top 16,2002,6,W,doma,Union Olimpija,79 - 75
BAR,Final Four,2002,1,W,doma,CSKA Moscow,76 - 71
BAR,Final Four,2002,2,W,doma,Benetton Basket,76 - 65
BAR,Regular Season,2003,1,W,v gosteh,Lottomatica Roma,59 - 61
BAR,Regular Season,2003,2,W,doma,Cibona VIP,77 - 60
BAR,Regular Season,2003,3,W,v gosteh,Pau-Orthez,79 - 83
BAR,Regular Season,2003,4,W,v gosteh,Union Olimpija,63 - 69
BAR,Regular Season,2003,5,W,doma,AEK Athens,79 - 62
BAR,Regular Season,2003,6,L,v gosteh,Partizan,61 - 57
BAR,Regular Season,2003,7,W,doma,Ulker,92 - 57
BAR,Regular Season,2003,8,W,doma,Lottomatica Roma,86 - 65
BAR,Regular Season,2003,9,L,v gosteh,Cibona VIP,74 - 68
BAR,Regular Season,2003,10,W,doma,Pau-Orthez,81 - 69
BAR,Regular Season,2003,11,W,doma,Union Olimpija,92 - 72
BAR,Regular Season,2003,12,W,v gosteh,AEK Athens,64 - 70
BAR,Regular Season,2003,13,W,doma,Partizan,95 - 91
BAR,Regular Season,2003,14,W,v gosteh,Ulker,61 - 76
BAR,Top 16,2003,1,W,v gosteh,Montepaschi Siena,68 - 73
BAR,Top 16,2003,2,L,doma,Benetton Basket,67 - 77
BAR,Top 16,2003,3,W,v gosteh,Panathinaikos,66 - 84
BAR,Top 16,2003,4,L,doma,Montepaschi Siena,85 - 86
BAR,Top 16,2003,5,L,doma,Panathinaikos,64 - 67
BAR,Top 16,2003,6,L,v gosteh,Benetton Basket,88 - 72
BAR,Regular Season,2004,1,W,doma,AEK Athens,69 - 57
BAR,Regular Season,2004,2,W,v gosteh,Union Olimpija,69 - 83
BAR,Regular Season,2004,3,W,v gosteh,Scavolini Pesaro,62 - 80
BAR,Regular Season,2004,4,L,doma,Zalgiris,98 - 102
BAR,Regular Season,2004,5,L,v gosteh,Montepaschi Siena,88 - 85
BAR,Regular Season,2004,6,W,doma,Asvel Basket,73 - 59
BAR,Regular Season,2004,7,L,v gosteh,Maccabi Elite,84 - 59
BAR,Regular Season,2004,8,L,v gosteh,AEK Athens,91 - 79
BAR,Regular Season,2004,9,W,doma,Union Olimpija,79 - 69
BAR,Regular Season,2004,10,W,doma,Scavolini Pesaro,77 - 70
BAR,Regular Season,2004,11,W,v gosteh,Zalgiris,80 - 81
BAR,Regular Season,2004,12,L,doma,Montepaschi Siena,58 - 70
BAR,Regular Season,2004,13,W,v gosteh,Asvel Basket,65 - 69
BAR,Regular Season,2004,14,W,doma,Maccabi Elite,81 - 79
BAR,Top 16,2004,1,L,doma,CSKA Moscow,70 - 91
BAR,Top 16,2004,2,W,doma,Real Madrid,84 - 71
BAR,Top 16,2004,3,L,v gosteh,Scavolini Pesaro,71 - 70
BAR,Top 16,2004,4,W,v gosteh,CSKA Moscow,68 - 79
BAR,Top 16,2004,5,L,doma,Scavolini Pesaro,87 - 101
BAR,Top 16,2004,6,L,v gosteh,Real Madrid,76 - 73
BAR,Regular Season,2005,1,W,doma,Olympiacos,86 - 70
BAR,Regular Season,2005,2,L,v gosteh,Efes Pilsen,66 - 63
BAR,Regular Season,2005,3,L,doma,Lietuvos Rytas,91 - 97
BAR,Regular Season,2005,4,W,v gosteh,Prokom Trefl Sopot,60 - 65
BAR,Regular Season,2005,5,W,doma,Cibona VIP,97 - 53
BAR,Regular Season,2005,6,L,v gosteh,AJ Milano,70 - 58
BAR,Regular Season,2005,7,L,doma,Maccabi Elite,78 - 88
BAR,Regular Season,2005,8,L,v gosteh,Olympiacos,80 - 68
BAR,Regular Season,2005,9,W,doma,Efes Pilsen,79 - 74
BAR,Regular Season,2005,10,W,v gosteh,Lietuvos Rytas,61 - 71
BAR,Regular Season,2005,11,W,doma,Prokom Trefl Sopot,99 - 80
BAR,Regular Season,2005,12,W,v gosteh,Cibona VIP,57 - 77
BAR,Regular Season,2005,13,L,doma,AJ Milano,75 - 77
BAR,Regular Season,2005,14,L,v gosteh,Maccabi Elite,88 - 72
BAR,Top 16,2005,1,W,v gosteh,Zalgiris,85 - 86
BAR,Top 16,2005,2,W,v gosteh,Unicaja,68 - 71
BAR,Top 16,2005,3,W,doma,Olympiacos,76 - 72
BAR,Top 16,2005,4,W,doma,Zalgiris,81 - 69
BAR,Top 16,2005,5,W,v gosteh,Olympiacos,67 - 74
BAR,Top 16,2005,6,L,doma,Unicaja,60 - 73
BAR,Playoffs,2005,1,W,doma,Real Madrid,72 - 58
BAR,Playoffs,2005,2,L,v gosteh,Real Madrid,84 - 78
BAR,Playoffs,2005,3,W,doma,Real Madrid,76 - 70
BAR,Final Four,2005,1,L,doma,CSKA Moscow,75 - 84
BAR,Final Four,2005,2,L,doma,Tau Ceramica,82 - 87
BAR,Regular Season,2006,1,W,v gosteh,Pau-Orthez,66 - 72
BAR,Regular Season,2006,2,W,doma,Benetton Basket,82 - 69
BAR,Regular Season,2006,3,W,v gosteh,Zalgiris,86 - 92
BAR,Regular Season,2006,4,W,doma,Eldo Napoli,91 - 71
BAR,Regular Season,2006,5,W,doma,Fenerbahce Ulker,84 - 70
BAR,Regular Season,2006,6,L,v gosteh,CSKA Moscow,76 - 57
BAR,Regular Season,2006,7,W,doma,Aris TT Bank,86 - 83
BAR,Regular Season,2006,8,W,doma,Pau-Orthez,93 - 75
BAR,Regular Season,2006,9,L,v gosteh,Benetton Basket,68 - 67
BAR,Regular Season,2006,10,W,doma,Zalgiris,84 - 67
BAR,Regular Season,2006,11,L,v gosteh,Eldo Napoli,66 - 64
BAR,Regular Season,2006,12,L,v gosteh,Fenerbahce Ulker,82 - 69
BAR,Regular Season,2006,13,L,doma,CSKA Moscow,70 - 78
BAR,Regular Season,2006,14,W,v gosteh,Aris TT Bank,75 - 82
BAR,Top 16,2006,1,W,doma,Prokom Trefl Sopot,92 - 73
BAR,Top 16,2006,2,L,v gosteh,Panathinaikos,102 - 82
BAR,Top 16,2006,3,W,doma,Efes Pilsen,82 - 73
BAR,Top 16,2006,4,W,v gosteh,Prokom Trefl Sopot,59 - 77
BAR,Top 16,2006,5,L,v gosteh,Efes Pilsen,82 - 78
BAR,Top 16,2006,6,W,doma,Panathinaikos,87 - 66
BAR,Playoffs,2006,1,L,v gosteh,Unicaja,91 - 75
BAR,Playoffs,2006,2,W,doma,Unicaja,80 - 58
BAR,Playoffs,2006,3,L,v gosteh,Unicaja,67 - 64
BAR,Regular Season,2007,1,L,v gosteh,Partizan Igokea,81 - 78
BAR,Regular Season,2007,2,W,doma,Fenerbahce Ulker,82 - 67
BAR,Regular Season,2007,3,W,doma,Chorale Roanne,82 - 76
BAR,Regular Season,2007,4,L,v gosteh,Panathinaikos,76 - 66
BAR,Regular Season,2007,5,W,doma,Real Madrid,73 - 62
BAR,Regular Season,2007,6,W,v gosteh,Lottomatica Roma,65 - 74
BAR,Regular Season,2007,7,W,doma,Brose Baskets,80 - 58
BAR,Regular Season,2007,8,W,doma,Partizan Igokea,95 - 69
BAR,Regular Season,2007,9,W,v gosteh,Fenerbahce Ulker,78 - 85
BAR,Regular Season,2007,10,W,v gosteh,Chorale Roanne,79 - 89
BAR,Regular Season,2007,11,L,doma,Panathinaikos,55 - 56
BAR,Regular Season,2007,12,L,v gosteh,Real Madrid,82 - 79
BAR,Regular Season,2007,13,L,doma,Lottomatica Roma,75 - 77
BAR,Regular Season,2007,14,W,v gosteh,Brose Baskets,65 - 69
BAR,Top 16,2007,1,W,doma,Unicaja,64 - 62
BAR,Top 16,2007,2,L,v gosteh,CSKA Moscow,72 - 55
BAR,Top 16,2007,3,W,doma,Lottomatica Roma,86 - 57
BAR,Top 16,2007,4,L,v gosteh,Unicaja,62 - 61
BAR,Top 16,2007,5,L,v gosteh,Lottomatica Roma,68 - 63
BAR,Top 16,2007,6,W,doma,CSKA Moscow,64 - 62
BAR,Playoffs,2007,1,L,v gosteh,Maccabi Elite,81 - 75
BAR,Playoffs,2007,2,W,doma,Maccabi Elite,83 - 74
BAR,Playoffs,2007,3,L,v gosteh,Maccabi Elite,88 - 75
BAR,Regular Season,2008,1,W,v gosteh,SLUC Nancy,54 - 82
BAR,Regular Season,2008,2,W,doma,Panathinaikos,90 - 66
BAR,Regular Season,2008,3,L,v gosteh,Montepaschi Siena,71 - 61
BAR,Regular Season,2008,4,W,doma,Asseco Prokom,74 - 62
BAR,Regular Season,2008,5,W,v gosteh,Zalgiris,60 - 75
BAR,Regular Season,2008,6,W,doma,SLUC Nancy,91 - 68
BAR,Regular Season,2008,7,W,v gosteh,Panathinaikos,76 - 87
BAR,Regular Season,2008,8,W,doma,Montepaschi Siena,87 - 61
BAR,Regular Season,2008,9,W,v gosteh,Asseco Prokom,64 - 76
BAR,Regular Season,2008,10,W,doma,Zalgiris,90 - 68
BAR,Top 16,2008,1,L,v gosteh,Real Madrid,85 - 83
BAR,Top 16,2008,2,W,doma,Maccabi Electra,85 - 65
BAR,Top 16,2008,3,W,doma,Alba Berlin,85 - 69
BAR,Top 16,2008,4,W,v gosteh,Alba Berlin,57 - 75
BAR,Top 16,2008,5,W,doma,Real Madrid,90 - 79
BAR,Top 16,2008,6,W,v gosteh,Maccabi Electra,74 - 90
BAR,Playoffs,2008,1,L,doma,Tau Ceramica,75 - 84
BAR,Playoffs,2008,2,W,doma,Tau Ceramica,85 - 62
BAR,Playoffs,2008,3,L,v gosteh,Tau Ceramica,69 - 62
BAR,Playoffs,2008,4,W,v gosteh,Tau Ceramica,63 - 84
BAR,Playoffs,2008,5,W,doma,Tau Ceramica,78 - 62
BAR,Final Four,2008,1,L,doma,CSKA Moscow,78 - 82
BAR,Final Four,2008,2,W,v gosteh,Olympiacos,79 - 95
BAR,Regular Season,2009,1,W,v gosteh,Fenerbahce Ulker,59 - 82
BAR,Regular Season,2009,2,W,doma,Cibona,81 - 59
BAR,Regular Season,2009,3,W,v gosteh,Zalgiris Kaunas,70 - 77
BAR,Regular Season,2009,4,W,doma,Asvel Basket,76 - 62
BAR,Regular Season,2009,5,W,v gosteh,Montepaschi Siena,65 - 84
BAR,Regular Season,2009,6,W,doma,Fenerbahce Ulker,89 - 55
BAR,Regular Season,2009,7,W,v gosteh,Cibona,66 - 80
BAR,Regular Season,2009,8,W,doma,Zalgiris Kaunas,89 - 55
BAR,Regular Season,2009,9,W,v gosteh,Asvel Basket,64 - 90
BAR,Regular Season,2009,10,W,doma,Montepaschi Siena,85 - 70
BAR,Top 16,2009,1,W,doma,Maroussi BC,79 - 69
BAR,Top 16,2009,2,L,v gosteh,Partizan,67 - 66
BAR,Top 16,2009,3,W,doma,Panathinaikos,83 - 71
BAR,Top 16,2009,4,W,v gosteh,Panathinaikos,67 - 70
BAR,Top 16,2009,5,W,v gosteh,Maroussi BC,58 - 85
BAR,Top 16,2009,6,W,doma,Partizan,82 - 64
BAR,Playoffs,2009,1,W,doma,Real Madrid,68 - 61
BAR,Playoffs,2009,2,L,doma,Real Madrid,63 - 70
BAR,Playoffs,2009,3,W,v gosteh,Real Madrid,73 - 84
BAR,Playoffs,2009,4,W,v gosteh,Real Madrid,78 - 84
BAR,Final Four,2009,1,W,doma,CSKA Moscow,64 - 54
BAR,Final Four,2009,2,W,doma,Olympiacos,86 - 68
BAR,Regular Season,2010,1,W,doma,Cibona Zagreb,80 - 66
BAR,Regular Season,2010,2,W,v gosteh,Cholet Basket,77 - 84
BAR,Regular Season,2010,3,L,doma,Fenerbahce Ulker Istanbul,61 - 69
BAR,Regular Season,2010,4,W,doma,Lietuvos Rytas Vilnius,69 - 55
BAR,Regular Season,2010,5,L,v gosteh,Montepaschi Siena,76 - 67
BAR,Regular Season,2010,6,W,v gosteh,Cibona Zagreb,75 - 94
BAR,Regular Season,2010,7,W,doma,Cholet Basket,76 - 62
BAR,Regular Season,2010,8,W,v gosteh,Fenerbahce Ulker Istanbul,69 - 75
BAR,Regular Season,2010,9,L,v gosteh,Lietuvos Rytas Vilnius,88 - 87
BAR,Regular Season,2010,10,W,doma,Montepaschi Siena,73 - 72
BAR,Top 16,2010,1,W,doma,Maccabi Electra Tel Aviv,81 - 71
BAR,Top 16,2010,2,W,v gosteh,Union Olimpija Ljubljana,67 - 68
BAR,Top 16,2010,3,W,doma,Lottomatica Roma,80 - 56
BAR,Top 16,2010,4,W,v gosteh,Lottomatica Roma,65 - 74
BAR,Top 16,2010,5,W,v gosteh,Maccabi Electra Tel Aviv,85 - 92
BAR,Top 16,2010,6,W,doma,Union Olimpija Ljubljana,76 - 58
BAR,Playoffs,2010,1,W,doma,Panathinaikos Athens,83 - 82
BAR,Playoffs,2010,2,L,doma,Panathinaikos Athens,71 - 75
BAR,Playoffs,2010,3,L,v gosteh,Panathinaikos Athens,76 - 74
BAR,Playoffs,2010,4,L,v gosteh,Panathinaikos Athens,78 - 67
BAR,Regular Season,2011,1,W,v gosteh,Union Olimpija Ljubljana,64 - 86
BAR,Regular Season,2011,2,W,doma,Asseco Prokom Gdynia,88 - 61
BAR,Regular Season,2011,3,W,v gosteh,Unics Kazan,65 - 93
BAR,Regular Season,2011,4,W,doma,Montepaschi Siena,92 - 75
BAR,Regular Season,2011,5,W,v gosteh,Galatasaray Medical Park,66 - 70
BAR,Regular Season,2011,6,W,doma,Union Olimpija Ljubljana,72 - 46
BAR,Regular Season,2011,7,W,v gosteh,Asseco Prokom Gdynia,45 - 76
BAR,Regular Season,2011,8,W,doma,Unics Kazan,63 - 50
BAR,Regular Season,2011,9,L,v gosteh,Montepaschi Siena,77 - 74
BAR,Regular Season,2011,10,W,doma,Galatasaray Medical Park,79 - 50
BAR,Top 16,2011,1,W,doma,Bennet Cantu,65 - 60
BAR,Top 16,2011,2,W,v gosteh,Maccabi Electra Tel Aviv,57 - 71
BAR,Top 16,2011,3,W,doma,Zalgiris Kaunas,94 - 80
BAR,Top 16,2011,4,W,v gosteh,Zalgiris Kaunas,58 - 67
BAR,Top 16,2011,5,W,v gosteh,Bennet Cantu,62 - 63
BAR,Top 16,2011,6,W,doma,Maccabi Electra Tel Aviv,70 - 67
BAR,Playoffs,2011,1,W,doma,Unics Kazan,78 - 66
BAR,Playoffs,2011,2,W,doma,Unics Kazan,66 - 63
BAR,Playoffs,2011,3,W,v gosteh,Unics Kazan,56 - 67
BAR,Final Four,2011,1,L,v gosteh,Olympiacos Piraeus,68 - 64
BAR,Final Four,2011,2,W,v gosteh,Panathinaikos Athens,69 - 74
BAR,Regular Season,2012,1,W,doma,Brose Baskets Bamberg,72 - 60
BAR,Regular Season,2012,2,W,v gosteh,Lietuvos Rytas Vilnius,49 - 67
BAR,Regular Season,2012,3,W,doma,Besiktas JK Istanbul,72 - 60
BAR,Regular Season,2012,4,W,doma,Partizan mt:s Belgrade,85 - 82
BAR,Regular Season,2012,5,W,v gosteh,CSKA Moscow,60 - 81
BAR,Regular Season,2012,6,W,v gosteh,Brose Baskets Bamberg,66 - 86
BAR,Regular Season,2012,7,W,doma,Lietuvos Rytas Vilnius,90 - 66
BAR,Regular Season,2012,8,W,v gosteh,Besiktas JK Istanbul,48 - 78
BAR,Regular Season,2012,9,W,v gosteh,Partizan mt:s Belgrade,67 - 68
BAR,Regular Season,2012,10,L,doma,CSKA Moscow,75 - 78
BAR,Top 16,2012,1,W,doma,Fenerbahce Ulker Istanbul,100 - 78
BAR,Top 16,2012,2,L,v gosteh,Khimki Moscow Region,78 - 65
BAR,Top 16,2012,3,W,doma,Olympiacos Piraeus,76 - 68
BAR,Top 16,2012,4,W,v gosteh,Besiktas JK Istanbul,59 - 73
BAR,Top 16,2012,5,W,v gosteh,Laboral Kutxa Vitoria,79 - 90
BAR,Top 16,2012,6,W,doma,Montepaschi Siena,85 - 66
BAR,Top 16,2012,7,W,v gosteh,Maccabi Electra Tel Aviv,77 - 82
BAR,Top 16,2012,8,W,v gosteh,Fenerbahce Ulker Istanbul,60 - 99
BAR,Top 16,2012,9,W,doma,Khimki Moscow Region,71 - 69
BAR,Top 16,2012,10,W,v gosteh,Olympiacos Piraeus,77 - 90
BAR,Top 16,2012,11,W,doma,Besiktas JK Istanbul,86 - 61
BAR,Top 16,2012,12,W,doma,Laboral Kutxa Vitoria,83 - 74
BAR,Top 16,2012,13,W,v gosteh,Montepaschi Siena,69 - 77
BAR,Top 16,2012,14,W,doma,Maccabi Electra Tel Aviv,74 - 71
BAR,Playoffs,2012,1,W,doma,Panathinaikos Athens,72 - 70
BAR,Playoffs,2012,2,L,doma,Panathinaikos Athens,65 - 66
BAR,Playoffs,2012,3,L,v gosteh,Panathinaikos Athens,65 - 63
BAR,Playoffs,2012,4,W,v gosteh,Panathinaikos Athens,60 - 70
BAR,Playoffs,2012,5,W,doma,Panathinaikos Athens,64 - 53
BAR,Final Four,2012,1,L,doma,Real Madrid,67 - 74
BAR,Final Four,2012,2,L,v gosteh,CSKA Moscow,74 - 73
BAR,Regular Season,2013,1,W,doma,Partizan NIS Belgrade,67 - 60
BAR,Regular Season,2013,2,L,v gosteh,Fenerbahce Ulker Istanbul,75 - 70
BAR,Regular Season,2013,3,L,doma,JSF Nanterre,67 - 71
BAR,Regular Season,2013,4,W,doma,CSKA Moscow,79 - 70
BAR,Regular Season,2013,5,W,v gosteh,Budivelnik Kiev,74 - 84
BAR,Regular Season,2013,6,W,v gosteh,Partizan NIS Belgrade,64 - 82
BAR,Regular Season,2013,7,W,doma,Fenerbahce Ulker Istanbul,94 - 81
BAR,Regular Season,2013,8,W,v gosteh,JSF Nanterre,78 - 82
BAR,Regular Season,2013,9,L,v gosteh,CSKA Moscow,79 - 65
BAR,Regular Season,2013,10,W,doma,Budivelnik Kiev,96 - 77
BAR,Top 16,2013,1,W,doma,Anadolu Efes Istanbul,84 - 65
BAR,Top 16,2013,2,W,v gosteh,Fenerbahce Ulker Istanbul,73 - 76
BAR,Top 16,2013,3,W,v gosteh,Olympiacos Piraeus,72 - 81
BAR,Top 16,2013,4,W,doma,Unicaja Malaga,83 - 79
BAR,Top 16,2013,5,W,v gosteh,Panathinaikos Athens,56 - 63
BAR,Top 16,2013,6,W,doma,EA7 Emporio Armani Milan,80 - 70
BAR,Top 16,2013,7,W,v gosteh,Laboral Kutxa Vitoria,68 - 80
BAR,Top 16,2013,8,W,v gosteh,Anadolu Efes Istanbul,84 - 89
BAR,Top 16,2013,9,W,doma,Fenerbahce Ulker Istanbul,93 - 73
BAR,Top 16,2013,10,W,doma,Olympiacos Piraeus,70 - 58
BAR,Top 16,2013,11,W,v gosteh,Unicaja Malaga,61 - 77
BAR,Top 16,2013,12,W,doma,Panathinaikos Athens,84 - 62
BAR,Top 16,2013,13,L,v gosteh,EA7 Emporio Armani Milan,91 - 63
BAR,Top 16,2013,14,L,doma,Laboral Kutxa Vitoria,86 - 97
BAR,Playoffs,2013,1,W,doma,Galatasaray Liv Hospital Istanbul,88 - 61
BAR,Playoffs,2013,2,W,doma,Galatasaray Liv Hospital Istanbul,84 - 63
BAR,Playoffs,2013,3,W,v gosteh,Galatasaray Liv Hospital Istanbul,75 - 78
BAR,Final Four,2013,1,L,doma,Real Madrid,62 - 100
BAR,Final Four,2013,2,W,doma,CSKA Moscow,93 - 78
BAR,Regular Season,2014,1,W,doma,FC Bayern Munich,83 - 81
BAR,Regular Season,2014,2,W,v gosteh,EA7 Emporio Armani Milan,63 - 78
BAR,Regular Season,2014,3,W,doma,PGE Turow Zgorzelec,86 - 67
BAR,Regular Season,2014,4,W,v gosteh,Fenerbahce Ulker Istanbul,78 - 80
BAR,Regular Season,2014,5,W,doma,Panathinaikos Athens,78 - 69
BAR,Regular Season,2014,6,W,v gosteh,FC Bayern Munich,77 - 99
BAR,Regular Season,2014,7,W,doma,EA7 Emporio Armani Milan,84 - 80
BAR,Regular Season,2014,8,W,v gosteh,PGE Turow Zgorzelec,65 - 104
BAR,Regular Season,2014,9,L,doma,Fenerbahce Ulker Istanbul,89 - 91
BAR,Regular Season,2014,10,W,v gosteh,Panathinaikos Athens,67 - 80
BAR,Top 16,2014,1,L,v gosteh,ALBA Berlin,80 - 70
BAR,Top 16,2014,2,W,doma,Panathinaikos Athens,80 - 76
BAR,Top 16,2014,3,L,v gosteh,Maccabi Electra Tel Aviv,70 - 68
BAR,Top 16,2014,4,W,doma,Crvena Zvezda Telekom Belgrade,92 - 77
BAR,Top 16,2014,5,W,doma,Zalgiris Kaunas,89 - 72
BAR,Top 16,2014,6,L,v gosteh,Real Madrid,97 - 73
BAR,Top 16,2014,7,W,doma,Galatasaray Liv Hospital Istanbul,82 - 70
BAR,Top 16,2014,8,W,doma,ALBA Berlin,92 - 82
BAR,Top 16,2014,9,W,v gosteh,Panathinaikos Athens,77 - 81
BAR,Top 16,2014,10,W,doma,Maccabi Electra Tel Aviv,89 - 71
BAR,Top 16,2014,11,W,v gosteh,Crvena Zvezda Telekom Belgrade,73 - 77
BAR,Top 16,2014,12,W,v gosteh,Zalgiris Kaunas,72 - 83
BAR,Top 16,2014,13,W,doma,Real Madrid,85 - 80
BAR,Top 16,2014,14,W,v gosteh,Galatasaray Liv Hospital Istanbul,65 - 88
BAR,Playoffs,2014,1,W,doma,Olympiacos Piraeus,73 - 57
BAR,Playoffs,2014,2,L,doma,Olympiacos Piraeus,63 - 76
BAR,Playoffs,2014,3,L,v gosteh,Olympiacos Piraeus,73 - 71
BAR,Playoffs,2014,4,L,v gosteh,Olympiacos Piraeus,71 - 68
BAR,Regular Season,2015,1,L,v gosteh,Pinar Karsiyaka Izmir,71 - 62
BAR,Regular Season,2015,2,W,doma,Stelmet Zielona Gora,78 - 72
BAR,Regular Season,2015,3,W,doma,Panathinaikos Athens,77 - 52
BAR,Regular Season,2015,4,W,v gosteh,Zalgiris Kaunas,78 - 85
BAR,Regular Season,2015,5,W,doma,Lokomotiv Kuban Krasnodar,72 - 68
BAR,Regular Season,2015,6,W,doma,Pinar Karsiyaka Izmir,107 - 79
BAR,Regular Season,2015,7,W,v gosteh,Stelmet Zielona Gora,64 - 93
BAR,Regular Season,2015,8,L,v gosteh,Panathinaikos Athens,93 - 86
BAR,Regular Season,2015,9,L,doma,Zalgiris Kaunas,88 - 92
BAR,Regular Season,2015,10,L,v gosteh,Lokomotiv Kuban Krasnodar,78 - 74
BAR,Top 16,2015,1,L,v gosteh,Olympiacos Piraeus,74 - 62
BAR,Top 16,2015,2,W,doma,Khimki Moscow Region,87 - 70
BAR,Top 16,2015,3,L,v gosteh,CSKA Moscow,93 - 82
BAR,Top 16,2015,4,W,v gosteh,Real Madrid,86 - 87
BAR,Top 16,2015,5,L,doma,Laboral Kutxa Vitoria Gasteiz,78 - 81
BAR,Top 16,2015,6,L,v gosteh,Brose Baskets Bamberg,74 - 70
BAR,Top 16,2015,7,W,doma,Zalgiris Kaunas,92 - 86
